FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
62,,1919,Person,1919-62,1999.6000000000001,linens,,20070517130609,19190715,digitised,JA70003000,,1688723,19996458.7294,20649.4133,,
62,,1919,Person,1919-62,1638.7,linens,,20070517130622,19190721,digitised,JA70003000,,1688724,16387751.2963,17140.7285,,
62,,1919,Person,1919-62,92.60000000000001,linens,,20070517130623,19190716,assumed_shape,JA70003000,,1688725,926395.462,3862.3221000000003,,
80,,1919,Lightning,1919-80,6199.8,linens,,20070517130623,19190711,assumed_shape,JA70003000,,1688756,61998673.6412,35837.0796,,
81,,1919,Person,1919-81,66,linens,,20070517130622,19190817,digitised,JA70003000,,1688757,660275.8625,3122.0303000000004,,
82,,1919,Person,1919-82,155.20000000000002,linens,,20070517130622,19190823,digitised,JA70003000,,1688758,1552728.7327,5554.0187000000005,,
82,,1919,Person,1919-82,103.8,linens,,20070517130624,19190714,assumed_shape,JA70003000,,1688759,1038821.7026,4051.556,,
83,,1919,Person,1919-83,1686.8,linens,,20070517130621,19190815,digitised,JA70003000,,1688760,16868524.511,18401.860500000003,,
84,,1919,Person,1919-84,1659.2,linens,,20070517130615,19190719,digitised,JA70003000,,1688761,16592537.8094,17085.9132,,
84,,1919,Lightning,1919-84,457.1,linens,,20070517130621,19190811,digitised,JA70003000,,1688762,4571541.0786,8593.2533,,
84a,,1919,Person,1919-84a,29.3,linens,,20070517130610,19190724,digitised,JA70003000,,1688763,293202.0488,2301.6135,,
85,,1919,Person,1919-85,76.2,linens,,20070517130611,19190711,digitised,JA70003000,,1688764,762587.3633,3885.7282,,
85,,1919,Person,1919-85,82.8,linens,,20070517130622,19190915,digitised,JA70003000,,1688765,828516.8245,3609.7219,,
85,,1919,Person,1919-85,434.6,linens,,20070517130623,19190917,assumed_shape,JA70003000,,1688766,4346727.8409,8029.972000000001,,
86,,1919,Person,1919-86,71.60000000000001,linens,,20070517130616,19190722,digitised,JA70003000,,1688767,716508.4712,4020.6664,,
86,,1919,Person,1919-86,169,linens,,20070517130616,19190829,digitised,JA70003000,,1688768,1690799.881,5726.5918,,
86,,1919,Lightning,1919-86,124,linens,,20070517130620,19190724,digitised,JA70003000,,1688769,1240602.5705,5458.487,,
87,,1919,Person,1919-87,73.4,linens,,20070517130609,19190828,digitised,JA70003000,,1688770,734699.2263,4062.9812,,
90,,1919,Person,1919-90,682,linens,,20070517130622,19190813,digitised,JA70003000,,1688774,6820588.547,13185.8461,,
90a,,1919,Lightning,1919-90a,517.8,linens,,20070517130609,19190725,digitised,JA70003000,,1688775,5178118.2847,10035.8935,,
91,,1919,Person,1919-91,1061.1,linens,,20070517130613,19190819,digitised,JA70003000,,1688776,10611323.68,20358.9557,,
87,,1919,Person,1919-87,159.70000000000002,linens,,20070517130621,19190813,digitised,JA70003000,,1688771,1597809.1573,8331.9765,,
88,,1919,Lightning,1919-88,171.70000000000002,linens,,20070517130610,19190815,digitised,JA70003000,,1688772,1717373.953,4813.484100000001,,
88,,1919,Lightning,1919-88,1264.2,linens,,20070517130613,19190811,digitised,JA70003000,,1688773,12642403.8736,18150.005400000002,,
72,,1919,Person,1919-72,811.2,linens,,20070517130623,19190716,assumed_shape,JA70003000,,1688746,8112459.8518,12123.0032,,
72,,1919,Person,1919-72,4544.6,linens,,20070517130648,19190715,digitised,JA70003000,,1688747,45446833.9247,35767.6933,,
73,,1919,Lightning,1919-73,317.90000000000003,linens,,20070517130611,19190807,digitised,JA70003000,,1688748,3179401.4599,6819.740900000001,,
73,,1919,Lightning,1919-73,525.9,linens,,20070517130614,19190727,digitised,JA70003000,,1688749,5259162.7969,8729.07,,
74,,1919,Person,1919-74,46.2,linens,,20070517130611,19190822,digitised,JA70003000,,1688750,462886.2973,2468.1046,,
75,,1919,Lightning,1919-75,7.3,linens,,20070517130610,19190801,digitised,JA70003000,,1688751,73853.1583,1032.1117000000002,,
76,,1919,Person,1919-76,758.1,linens,,20070517130649,19190721,digitised,JA70003000,,1688752,7581688.5352,11517.2049,,
78,,1919,Person,1919-78,37.2,linens,,20070517130610,19190826,digitised,JA70003000,,1688753,372284.3738,2528.2696,,
79,,1919,Person,1919-79,315.5,linens,,20070517130609,19190822,digitised,JA70003000,,1688754,3155406.9469,7239.4282,,
8,,1919,Person,1919-8,16.6,linens,,20070517130617,19190521,digitised,JA70003000,,1688755,166703.4016,1846.1964,,
100,,1920,Lightning,1920-100,608.4,linens,,20070517130611,19200728,digitised,JA70003000,,1688791,6084264.1577,18196.1938,,
100,,1920,Person,1920-100,0.4,linens,,20070517130622,19200723,digitised,JA70003000,,1688792,4953.215700000001,441.2823,,
100,,1920,Person,1920-100,43,linens,,20070517130622,19200723,digitised,JA70003000,,1688793,430074.9524,3407.7195,,
100,,1920,Lightning,1920-100,2596,linens,,20070517130623,19200729,assumed_shape,JA70003000,,1688794,25960620.0398,24651.834300000002,,
101a,,1920,Person,1920-101a,63.6,linens,,20070517130611,19200823,digitised,JA70003000,,1688795,636206.8599,3491.5695,,
102,,1920,Person,1920-102,180.5,linens,,20070517130611,19200822,digitised,JA70003000,,1688796,1805454.7159,6093.908,,
102a,,1920,Person,1920-102a,45.6,linens,,20070517130624,19200706,assumed_shape,JA70003000,,1688797,456659.5691,3044.1438000000003,,
103,,1920,Person,1920-103,135.5,linens,,20070517130625,19200626,assumed_shape,JA70003000,,1688798,1355810.0717,5684.1479,,
104,,1920,Person,1920-104,57.2,linens,,20070517130613,19200712,digitised,JA70003000,,1688799,572106.5322,5349.8508,,
104,,1920,Lightning,1920-104,364.8,linens,,20070517130622,19200720,digitised,JA70003000,,1688800,3648551.2318,11063.8915,,
104,,1920,Lightning,1920-104,166.6,linens,,20070517130623,19200722,assumed_shape,JA70003000,,1688801,1666250.3646,4922.6092,,
105,,1920,Lightning,1920-105,128.6,linens,,20070517130622,19200724,digitised,JA70003000,,1688802,1286856.9115,5071.0018,,
106,,1920,Person,1920-106,59.5,linens,,20070517130611,19200813,digitised,JA70003000,,1688803,595421.1862,3978.791,,
106,,1920,Person,1920-106,645.9,linens,,20070517130619,19200725,digitised,JA70003000,,1688804,6459367.6835,11320.6391,,
106,,1920,Person,1920-106,71.2,linens,,20070517130621,19200903,digitised,JA70003000,,1688805,712676.3428,3770.5842000000002,,
108,,1920,Lightning,1920-108,5484.6,linens,,20070517130610,19200729,digitised,JA70003000,,1688806,54846115.8259,35272.9015,,
109,,1920,Person,1920-109,41.2,linens,,20070517130611,19200908,digitised,JA70003000,,1688807,412668.5621,2520.1937000000003,,
109,,1920,Person,1920-109,83.60000000000001,linens,,20070517130619,19200730,digitised,JA70003000,,1688808,836480.4155,3784.6437,,
11,,1920,Person,1920-11,62.7,linens,,20070517130609,19200618,digitised,JA70003000,,1688809,627563.5592,3252.1957,,
11,,1920,Lightning,1920-11,164,linens,,20070517130616,19200510,digitised,JA70003000,,1688810,1640024.2189,6646.9298,,
111,,1920,Lightning,1920-111,992.5,linens,,20070517130619,19200729,digitised,JA70003000,,1688811,9925417.4426,13300.1429,,
112,,1920,Person,1920-112,40.4,linens,,20070517130619,19200804,digitised,JA70003000,,1688812,404200.8998,2976.1647000000003,,
113,,1920,Lightning,1920-113,427.5,linens,,20070517130619,19200729,digitised,JA70003000,,1688813,4275221.4829,9303.9527,,
115a,,1920,Person,1920-115a,42.1,linens,,20070517130612,19200703,digitised,JA70003000,,1688814,421480.306,2557.3199,,
91,,1919,Person,1919-91,762.1,linens,,20070517130621,19190819,digitised,JA70003000,,1688777,7621292.3698,11083.0261,,
92,,1919,Lightning,1919-92,78.10000000000001,linens,,20070517130620,19190801,digitised,JA70003000,,1688778,781710.1155,4423.5909,,
92,,1919,Person,1919-92,1594.9,linens,,20070517130622,19190821,digitised,JA70003000,,1688779,15949372.0477,17750.7037,,
92a,,1919,Lightning,1919-92a,126.4,linens,,20070517130609,19190909,digitised,JA70003000,,1688780,1264138.5837,5336.9966,,
94,,1919,Person,1919-94,0.2,linens,,20070517130614,19190819,digitised,JA70003000,,1688781,2709.8782,205.56150000000002,,
94,,1919,Person,1919-94,1693.7,linens,,20070517130648,19190819,digitised,JA70003000,,1688782,16937271.6981,19581.7075,,
95,,1919,Person,1919-95,1022.5,linens,,20070517130621,19190812,digitised,JA70003000,,1688783,10225807.8604,17011.8096,,
96,,1919,Person,1919-96,35.4,linens,,20070517130623,19190719,assumed_shape,JA70003000,,1688784,354702.0307,2500.0878000000002,,
96,,1919,Lightning,1919-96,3096.8,linens,,20070517130649,19190819,assumed_shape,JA70003000,,1688785,30968317.1432,25580.973700000002,,
97,,1919,Lightning,1919-97,125.5,linens,,20070517130621,19190726,digitised,JA70003000,,1688786,1255949.9263,4196.0188,,
97,,1919,Person,1919-97,56.6,linens,,20070517130622,19190830,digitised,JA70003000,,1688787,566766.4657000001,3015.6412,,
99,,1919,Person,1919-99,28.2,linens,,20070517130623,19190728,assumed_shape,JA70003000,,1688788,282312.6941,2537.7175,,
99a,,1919,Person,1919-99a,161.3,linens,,20070517130622,19190823,digitised,JA70003000,,1688789,1613085.4367,5299.0434000000005,,
10,,1920,Person,1920-10,151.4,linens,,20070517130623,19200512,assumed_shape,JA70003000,,1688790,1514319.1049,5715.0959,,
128,,1920,Person,1920-128,1499.7,linens,,20070517130619,19200809,digitised,JA70003000,,1688827,14997074.9373,15499.9861,,
129,,1920,Lightning,1920-129,98.60000000000001,linens,,20070517130620,19200801,digitised,JA70003000,,1688828,986446.9605,3690.1871,,
12a,,1920,Person,1920-12a,421,linens,,20070517130622,19200618,digitised,JA70003000,,1688829,4210776.5829,9930.404900000001,,
130,,1920,Lightning,1920-130,234.1,linens,,20070517130620,19200816,digitised,JA70003000,,1688830,2341969.3445,6855.7105,,
131,,1920,Lightning,1920-131,66.9,linens,,20070517130619,19200813,digitised,JA70003000,,1688831,669648.412,3635.0885000000003,,
132,,1920,Lightning,1920-132,290.5,linens,,20070517130620,19200729,digitised,JA70003000,,1688832,2905403.1298,7076.534000000001,,
133,,1920,Lightning,1920-133,360.2,linens,,20070517130620,19200815,digitised,JA70003000,,1688833,3602972.0814,7951.329100000001,,
134,,1920,Lightning,1920-134,227.1,linens,,20070517130620,19200823,digitised,JA70003000,,1688834,2271244.4771,6859.2609,,
135,,1920,Lightning,1920-135,115.7,linens,,20070517130619,19200811,digitised,JA70003000,,1688835,1157755.65,4679.535,,
136,,1920,Lightning,1920-136,444.40000000000003,linens,,20070517130619,19200817,digitised,JA70003000,,1688836,4444907.8538,9449.9397,,
136,,1920,Lightning,1920-136,146.3,linens,,20070517130623,19200808,assumed_shape,JA70003000,,1688837,1463361.995,6740.8316,,
137,,1920,Lightning,1920-137,6.8,linens,,20070517130623,19200708,assumed_shape,JA70003000,,1688838,68905.0717,979.41,,
145,,1920,Lightning,1920-145,21.8,linens,,20070517130615,19200803,digitised,JA70003000,,1688843,218802.4064,1728.8401000000001,,
15,,1920,Person,1920-15,66.1,linens,,20070517130619,19200702,digitised,JA70003000,,1688844,661486.6456,3208.7696,,
15,,1920,Person,1920-15,31.7,linens,,20070517130624,19200512,assumed_shape,JA70003000,,1688845,317680.8759,2804.746,,
151,,1920,Lightning,1920-151,1354.4,linens,,20070517130619,19200729,digitised,JA70003000,,1688846,13544502.1444,15508.9849,,
152,,1920,Person,1920-152,174.70000000000002,linens,,20070517130620,19200902,digitised,JA70003000,,1688847,1747969.9426,5992.8624,,
155,,1920,Lightning,1920-155,43.4,linens,,20070517130612,19200708,digitised,JA70003000,,1688848,434415.3797,2582.7059,,
15a,,1920,Lightning,1920-15a,0.2,linens,,20070517130616,19200707,digitised,JA70003000,,1688849,2198.7248,252.80640000000002,,
138,,1920,Person,1920-138,125.10000000000001,linens,,20070517130624,19200513,assumed_shape,JA70003000,,1688839,1251874.7346,4650.0783,,
14,,1920,Person,1920-14,296.1,linens,,20070517130648,19200707,digitised,JA70003000,,1688840,2961405.4995,8930.2548,,
141,,1920,Lightning,1920-141,1127,linens,,20070517130623,19200802,assumed_shape,JA70003000,,1688841,11270027.2437,15267.9666,,
145,,1920,Person,1920-145,75.8,linens,,20070517130612,19200708,digitised,JA70003000,,1688842,758296.146,4632.5716,,
115a,,1920,Lightning,1920-115a,287.5,linens,,20070517130620,19200703,digitised,JA70003000,,1688815,2875030.7319,6310.8869,,
116,,1920,Person,1920-116,678.2,linens,,20070517130612,19200703,digitised,JA70003000,,1688816,6782416.3993,10617.156,,
117,,1920,Lightning,1920-117,1534.8,linens,,20070517130648,19200818,digitised,JA70003000,,1688817,15348493.6822,19265.3739,,
118,,1920,Lightning,1920-118,25.6,linens,,20070517130619,19200810,digitised,JA70003000,,1688818,256265.0577,2004.6128,,
119b,,1920,Person,1920-119b,88.7,linens,,20070517130611,19200822,digitised,JA70003000,,1688819,887908.0619,4049.5570000000002,,
12,,1920,Person,1920-12,28.1,linens,,20070517130614,19200613,digitised,JA70003000,,1688820,281091.0611,2336.6032,,
120,,1920,Lightning,1920-120,61.800000000000004,linens,,20070517130621,19200718,digitised,JA70003000,,1688821,618545.519,3445.6562000000004,,
121,,1920,Person,1920-121,74.9,linens,,20070517130611,19200730,digitised,JA70003000,,1688822,749844.7397,3426.2129,,
121,,1920,Lightning,1920-121,1065.8,linens,,20070517130649,19200805,assumed_shape,JA70003000,,1688823,10658183.2718,15052.0764,,
122,,1920,Lightning,1920-122,968.9,linens,,20070517130621,19200730,digitised,JA70003000,,1688824,9689678.5326,12313.7999,,
127,,1920,Lightning,1920-127,179.20000000000002,linens,,20070517130612,19200708,digitised,JA70003000,,1688825,1792276.7472,6073.564,,
127a,,1920,Person,1920-127a,30.8,linens,,20070517130609,19200813,digitised,JA70003000,,1688826,308383.5599,2595.6419,,
179,,1920,Lightning,1920-179,170.9,linens,,20070517130612,19200726,digitised,JA70003000,,1688866,1709379.3412,5695.77,,
179,,1920,Lightning,1920-179,27.6,linens,,20070517130612,19200726,digitised,JA70003000,,1688867,276987.4515,2054.8259000000003,,
18,,1920,Person,1920-18,30.3,linens,,20070517130612,19200514,digitised,JA70003000,,1688868,303260.1289,2709.3024,,
181,,1920,Person,1920-181,363.2,linens,,20070517130623,19200807,assumed_shape,JA70003000,,1688869,3632892.5983,9668.002,,
183,,1920,Lightning,1920-183,1682.8,linens,,20070517130621,19200728,assumed_shape,JA70003000,,1688870,16828876.7213,17411.1348,,
184,,1920,Person,1920-184,19.900000000000002,linens,,20070517130620,19200905,digitised,JA70003000,,1688871,199237.7348,1658.8605,,
186,,1920,Lightning,1920-186,1427.5,linens,,20070517130625,19200802,assumed_shape,JA70003000,,1688872,14275821.8615,15821.876400000001,,
187,,1920,Lightning,1920-187,568.3000000000001,linens,,20070517130625,19200816,assumed_shape,JA70003000,,1688873,5683797.9301,10363.869,,
188,,1920,Person,1920-188,127,linens,,20070517130614,19200805,digitised,JA70003000,,1688874,1270051.1823,5553.1733,,
188,,1920,Lightning,1920-188,111.60000000000001,linens,,20070517130625,19200903,assumed_shape,JA70003000,,1688875,1116952.4428,3763.2403000000004,,
189,,1920,Person,1920-189,449.1,linens,,20070517130614,19200804,digitised,JA70003000,,1688876,4491798.5022,13035.3638,,
189,,1920,Lightning,1920-189,198.70000000000002,linens,,20070517130619,19200802,digitised,JA70003000,,1688877,1987139.7694,6948.1315,,
18a,,1920,Person,1920-18a,31,linens,,20070517130624,19200601,assumed_shape,JA70003000,,1688878,310883.5541,2012.2303000000002,,
19,,1920,Person,1920-19,17.1,linens,,20070517130619,19200703,digitised,JA70003000,,1688879,171210.7283,1617.2499,,
190,,1920,Person,1920-190,603.6,linens,,20070517130623,19200806,assumed_shape,JA70003000,,1688880,6036828.0829,10084.6055,,
197,,1920,Person,1920-197,71.4,linens,,20070517130626,19200710,assumed_shape,JA70003000,,1688881,714745.3769,3964.5177000000003,,
198,,1920,Person,1920-198,24.1,linens,,20070517130626,19200703,assumed_shape,JA70003000,,1688882,241609.7581,1744.6743000000001,,
19a,,1920,Person,1920-19a,118,linens,,20070517130615,19200602,digitised,JA70003000,,1688883,1180563.2692,5057.8176,,
2,,1920,Person,1920-2,103.9,linens,,20070517130613,19200602,digitised,JA70003000,,1688884,1039412.2105,4250.1026,,
2,,1920,Person,1920-2,37.6,linens,,20070517130615,19200607,digitised,JA70003000,,1688885,376213.39890000003,3453.9612,,
20,,1920,Person,1920-20,108.5,linens,,20070517130612,19200512,digitised,JA70003000,,1688886,1085871.4326,5844.200900000001,,
20,,1920,Lightning,1920-20,257.6,linens,,20070517130623,19200629,assumed_shape,JA70003000,,1688887,2576724.9845,5754.8615,,
200,,1920,Lightning,1920-200,522.9,linens,,20070517130620,19200729,digitised,JA70003000,,1688888,5229007.5555,9117.0704,,
201,,1920,Lightning,1920-201,140.3,linens,,20070517130620,19200729,digitised,JA70003000,,1688889,1403169.9159,5173.2358,,
15a,,1920,Lightning,1920-15a,429.6,linens,,20070517130648,19200707,digitised,JA70003000,,1688850,4296678.736,17763.5252,,
160,,1920,Lightning,1920-160,272.5,linens,,20070517130619,19200821,digitised,JA70003000,,1688851,2725371.4887,7594.4553000000005,,
163,,1920,Person,1920-163,322.2,linens,,20070517130626,19200715,assumed_shape,JA70003000,,1688852,3222373.9883,7824.0063,,
16a,,1920,Person,1920-16a,119.8,linens,,20070517130616,19200707,digitised,JA70003000,,1688853,1198602.0189,5860.3754,,
17,,1920,Person,1920-17,107.10000000000001,linens,,20070517130617,19200711,digitised,JA70003000,,1688854,1071260.0586,5167.4759,,
170,,1920,Lightning,1920-170,165.3,linens,,20070517130610,19200813,digitised,JA70003000,,1688855,1653609.7027,5911.07,,
171,,1920,Lightning,1920-171,120.60000000000001,linens,,20070517130615,19200731,digitised,JA70003000,,1688856,1206642.8289,8336.183200000001,,
172,,1920,Lightning,1920-172,43.4,linens,,20070517130615,19200805,digitised,JA70003000,,1688857,434895.4352,2531.4007,,
173,,1920,Lightning,1920-173,51.6,linens,,20070517130621,19200731,digitised,JA70003000,,1688858,516144.7829,2990.6609000000003,,
174,,1920,Lightning,1920-174,639.6,linens,,20070517130619,19200823,digitised,JA70003000,,1688859,6396043.8861,9953.0211,,
175,,1920,Lightning,1920-175,478.40000000000003,linens,,20070517130623,19200729,assumed_shape,JA70003000,,1688860,4784146.9264,7916.5077,,
176,,1920,Lightning,1920-176,289.8,linens,,20070517130648,19200727,digitised,JA70003000,,1688861,2898411.5573,11842.8302,,
178,,1920,Lightning,1920-178,55.6,linens,,20070517130619,19200802,digitised,JA70003000,,1688862,556751.1876,5554.5402,,
179,,1920,Lightning,1920-179,134.7,linens,,20070517130612,19200726,digitised,JA70003000,,1688863,1347952.6727,5247.2677,,
179,,1920,Lightning,1920-179,88.4,linens,,20070517130612,19200726,digitised,JA70003000,,1688864,884378.8098,3863.7483,,
179,,1920,Lightning,1920-179,74.60000000000001,linens,,20070517130612,19200726,digitised,JA70003000,,1688865,746296.8999,3450.11,,
